SMOC1|Q9H4F8-2
INPP4B|E7EQN9
RCSD1|Q6JBY9
GSPT2|Q8IYD1
PTPRU|Q92729
NOGENE|P01598
GDI2|Q5SX86
CPOX|P36551
SEC16A|F1T0I1
GAD1|Q99259
EXOC5|A0A0A0MSI8
PSMD6|Q15008
PDIA4|P13667
AHCYL2|Q96HN2-2
CRTC3|Q6UUV7
MAP2|H7BZB9
FCER1G|P30273
HSD17B8|Q92506
SNRNP40|Q96DI7
CRHBP|P24387
CFL1|E9PS23
IXL|B4DUA7
LINGO2|Q7L985
GFER|P55789
DNLZ|Q5SXM8
CLGN|O14967
TRUB1|Q8WWH5
UTP14A|Q9BVJ6
FOXK2|Q01167
DAPK3|O43293
NOGENE|E7ENX8
GRM5|P41594-2
MAP3K6|O95382
ART3|Q13508
DRAP1|C9JCC6
RNF25|Q96BH1
WWP2|O00308
EFHD1|Q9BUP0
CLCN7|Q96RY8
TIAM2|Q8IVF5-2
C5orf51|A6NDU8
REPS1|Q96D71
BGN|P21810
ANKRD46|Q86W74
SNUPN|O95149
IGHM|A0A087WYJ9
RALGAPB|Q86X10-3
HLA-B|P30479
FMN2|B0QZA8
ALDH16A1|Q8IZ83
FN1|P02751-15
CLTCL1|P53675
SLC12A2|P55011
APOA4|P06727
JAM3|Q9BX67
DCAF7|P61962
FGFR3|P22607-2
MDN1|Q9NU22
INPP5J|Q15735
CTBP2|P56545-2
POLR2B|P30876
PDLIM7|Q9NR12
TOM1L1|O75674
CLASP2|O75122
ANK3|A0A087WVC2
BBS2|Q9BXC9
ATXN2|Q99700
CTIF|O43310-2
KLHL29|Q96CT2
RPS19|P39019
TFCP2|Q12800
RGS20|O76081
MAN1A1|P33908
FNBP1|Q96RU3
COG5|Q9UP83-2
NAT14|Q8WUY8
CD163|Q86VB7-2
FN1|P02751
CLEC16A|Q2KHT3-2
PLA2G4A|P47712
CD46|P15529
MKL2|Q9ULH7
SEPHS1|P49903
KRT222|Q8N1A0
CETN2|P41208
INTS3|Q68E01-2
GALE|Q14376
CD163|Q86VB7
UIMC1|Q96RL1
HDDC3|Q8N4P3
PLTP|P55058
ATG101|Q9BSB4
NOC2L|Q9Y3T9
WDR33|Q9C0J8
PFKFB2|O60825-2
CHD4|Q14839-2
RNF123|Q5XPI4-2
CPEB3|Q8NE35
ARL1|P40616
PCBP2|F8VRH0
IGFBP2|P18065
MRTO4|Q9UKD2
RAB33A|Q14088
C19orf10|M0QYN0
CDS1|Q92903
RBM3|P98179
CLUH|O75153
HPX|P02790
KIAA1279|Q96EK5
RFT1|Q96AA3
PVALB|P20472
RNF126|Q9BV68
EIF1AD|Q8N9N8
AIDA|Q96BJ3
C10orf76|Q5T2E6
DDN|O94850
SPRYD7|Q5W111
INTS3|Q68E01
AGFG2|O95081
HIST1H1E|P10412
REPS1|Q96D71-4
GMPPB|Q9Y5P6-2
TRAM1|Q15629
TOM1L1|O75674-2
HUWE1|Q7Z6Z7
DENR|O43583
RAP1GDS1|P52306-4
MIF|P14174
B4GAT1|O43505
CPNE1|B0QZ18
SRSF1|J3KTL2
EXOC5|O00471
EPM2AIP1|Q7L775
UPF3A|Q9H1J1
KIT|P10721
MARCH5|Q9NX47
TBC1D19|Q8N5T2
GLRX|P35754
PRMT3|O60678
RALGAPB|Q86X10
RNF169|Q8NCN4
PDLIM7|Q9NR12-2
COPS7A|Q9UBW8
H1FX|Q92522
DOCK11|A6NIW2
MVD|P53602
FAM160B2|Q86V87
TXLNA|P40222
TTYH1|Q9H313-3
ETNK1|Q9HBU6
C12orf10|Q9HB07
HAGHL|Q6PII5
PLP1|P60201
GRM1|Q13255-2
TK2|E5KNQ5
CPPED1|Q9BRF8
PVR|A0A0C4DG49
PABPC1L|Q4VXU2
MYEF2|A0A0A0MQW0
PDE8A|O60658
SRRM1|A9Z1X7
GCHFR|P30047
IFT122|Q9HBG6-5
KIF16B|Q96L93-2
DPP9|Q86TI2-2
COPG2|Q9UBF2
STAG2|Q8N3U4-2
PPP1R16A|Q96I34
MGA|Q8IWI9-4
UPF3B|Q9BZI7
CLYBL|Q5JVC2
NFIX|Q14938
TANGO6|Q9C0B7
ELFN1|P0C7U0
MYH9|P35579
NLRX1|Q86UT6
NAA10|P41227
PRKCI|P41743
MOG|Q16653
RNF112|Q9ULX5-2
TBC1D10A|Q9BXI6-2
IGFBP6|P24592
ANKRD13A|Q8IZ07
NPM2|Q86SE8
BBS7|Q8IWZ6
ATP5J|A8MUH2
IGHG2|P01859
RRAGD|Q9NQL2
MPC2|O95563
XPO4|F2Z2X4
NOP9|Q86U38
GAREM|Q9H706
AAMDC|E9PNP3
USP10|Q14694-2
KATNA1|O75449
LZTS3|O60299
TXNDC17|Q9BRA2
SPECC1|Q5M775
HINT1|P49773
RPF2|Q9H7B2
EIF4A2|Q14240-2
UAP1|Q16222
CCSMST1|Q4G0I0
KIAA1429|Q69YN4
GOLGA1|Q92805
TOM1|O60784
GABRA5|P31644
CRTC1|Q6UUV9
TAF7|Q15545
PSMC2|P35998
SLC23A2|Q9UGH3
PDXDC1|Q6P996
PDE4C|Q08493
NCDN|Q9UBB6-3
POMGNT2|Q8NAT1
PCBP1|Q15365
MRPL50|Q8N5N7
MPP3|D3DX46
ACTG1|K7EM38
DYSF|O75923-13
OPHN1|O60890
FKBP3|Q00688
GOLM1|Q8NBJ4
TM9SF2|Q99805
CKAP5|Q14008
MSL1|Q68DK7
DOCK6|Q96HP0
LRG1|P02750
TIMM22|Q9Y584
TCF25|Q9BQ70
PPP1CC|P36873-2
DLG5|Q8TDM6
ARIH2|O95376
CKAP5|Q14008-3
MYEF2|A0A0A0MR39
STXBP6|Q8NFX7
RICTOR|Q6R327-3
LONP2|Q86WA8
DENND4B|O75064
SPATA2|Q9UM82
DUSP14|O95147
GGT1|P19440
RNF181|Q9P0P0
PTEN|P60484-2
CARD16|Q5EG05
DOCK4|Q8N1I0-3
VWA5B2|Q8N398
MCF2L2|Q86YR7
CRABP1|P29762
UBR2|Q8IWV8
ANKLE2|Q86XL3
GCAT|H7BZ75
DHPS|A0A087WZK0
SEC16A|J3KNL6
CCT4|P50991
PPP6R1|Q9UPN7
DDT|B5MC82
PSMD13|Q9UNM6
SLC9A3R2|Q15599-3
TRAF6|Q9Y4K3
ALG2|Q9H553
PELP1|C9JFV4
ABCD2|Q9UBJ2
PIP5K1A|A6PW57
LRRC4|Q9HBW1
VKORC1L1|Q8N0U8-2
POTEF|A5A3E0
UNK|Q9C0B0
CCDC186|Q7Z3E2
PSMC1|P62191
TNPO2|O14787-2
RRP12|Q5JTH9
PPM1K|Q8N3J5
TRIP11|Q15643
ZNF622|Q969S3
YWHAQ|P27348
FAM84B|Q96KN1
ELP4|Q96EB1
ADCK1|Q86TW2
KIAA1211|Q6ZU35
STX12|Q86Y82
CTNND2|Q9UQB3
SF3A3|Q12874
CACNA1C|Q13936-2
DHPS|P49366
SCAMP4|Q969E2
POLR2M|P0CAP2
SND1|Q7KZF4
PWP1|Q13610
SLC1A4|P43007
PABPC4|Q13310-3
SIN3A|Q96ST3
CPOX|D6RER6
RAD23A|P54725
ELP4|G5E9D4
GNB4|Q9HAV0
KIAA1217|Q5T5P2
TXLNG|Q9NUQ3
ANKRD29|Q8N6D5
KIF1C|O43896
SENP8|Q96LD8
FHIT|A0A0A0MRB0
DIDO1|Q9BTC0
NIF3L1|Q9GZT8-3
SIPA1L2|Q9P2F8
LYVE1|Q9Y5Y7
TMEM97|Q5BJF2
RPIA|P49247
CLCN3|P51790
IQCB1|Q15051
ITPK1|Q13572
KIF1B|O60333-4
TMEM151B|Q8IW70
TRIM33|Q9UPN9
PDIA6|Q15084-2
SSH3|Q8TE77
FDX1|P10109
GNAI3|P08754
LTN1|O94822-3
ISLR|O14498
UBE2M|P61081
IFT140|Q96RY7
CAPZA1|P52907
NUDT4|Q9NZJ9-2
DOCK4|H0Y599
LAMTOR5|O43504
ACVR2A|P27037
LRRC47|Q8N1G4
GCOM1|H8Y6P7
PCBP2|Q15366-2
MTURN|Q8N3F0
PIP5K1A|Q99755
NFIX|Q14938-3
WWC3|A0A0A0MSQ8
ZC3H11A|O75152
MAGI1|Q96QZ7
CHMP5|Q9NZZ3
LIMS2|Q7Z4I7-2
LAMTOR5|A0A0C4DGV4
PPIH|O43447
PICALM|H0YEY8
CLTA|P09496-2
GNAS|Q5JWF2
C14orf142|Q9BXV9
PTPN13|Q12923-4
DCTN3|O75935
SLMAP|H7BZW9
USP46|P62068
LACTB2|Q53H82
DNAJC13|O75165
RGPD3|A6NKT7
TBC1D13|Q9NVG8
NMRAL1|Q9HBL8
ACTA2|P62736
GIMAP8|Q8ND71
SERPINF2|P08697
TRAPPC2|P0DI81-3
HECTD4|F8VWT9
SLMAP|Q14BN4
PLA2G16|P53816
RNF181|H7C426
ZC3H18|E7ERS3
RPS6|P62753
ARHGEF17|Q96PE2
HDAC5|Q9UQL6-3
ACP2|P11117
GNAS|P63092-4
CLSTN3|Q9BQT9-2
MSH2|P43246
PPWD1|Q96BP3
UHRF1BP1|Q6BDS2
SCAF4|O95104
PLD6|Q8N2A8
CCDC43|Q86WV7
HSD17B11|Q8NBQ5
ADSL|P30566
ARHGEF1|M0QZR4
FAM65A|Q6ZS17-4
MRPL23|A8MYK1
PNMA1|Q8ND90
POLR2H|P52434-4
SMG1|Q96Q15
DCTPP1|Q9H773
MSRB2|Q9Y3D2
EOGT|Q5NDL2
PRRC2C|Q9Y520-7
UBR7|Q8N806
HAPLN1|P10915
MCEE|Q96PE7
OLFML1|Q6UWY5
IGHMBP2|P38935
RGS20|O76081-6
ZFYVE16|Q7Z3T8
MPI|P34949
CTNNA3|Q9UI47
LIMCH1|Q9UPQ0
SHISA9|B4DS77
GTF2IRD2|A0A0A0MSY2
ATP8A2|Q9NTI2
NAV3|Q8IVL0
RAPH1|Q70E73-4
TMX2|Q9Y320
TRMT2A|F2Z2W7
DDX42|Q86XP3
SORL1|Q92673
CYB561|F5H757
HIST1H1D|P16402
AARS|P49588
FNDC3A|Q9Y2H6
RAB43|Q86YS6
SLC4A4|Q9Y6R1
ESAM|Q96AP7
ASPSCR1|Q9BZE9-2
SUMO4|Q6EEV6
LPIN2|Q92539
POLR2A|A0A0C4DGZ0
GTDC1|Q4AE62
SLC6A1|P30531
BCL7A|Q4VC05-2
CTNND2|E9PHB5
TXN2|Q99757
BCAN|Q96GW7
HEATR6|Q6AI08
ASPHD2|Q6ICH7
RAB2B|Q8WUD1
SHISA4|Q96DD7
MVB12A|E9PQA6
EPHX2|P34913
CIC|I3L2J0
UBE2O|K7ES11
NCBP2|P52298
TUBGCP3|Q96CW5
SLC29A1|Q99808-2
TTR|P02766
MPHOSPH10|O00566
NAP1L4|Q99733-2
SPAG9|O60271
KCTD8|Q6ZWB6
SLC41A3|Q96GZ6
SERPIND1|P05546
SYNCRIP|O60506-3
P2RY12|Q9H244
ARMC8|G5E9V6
LYZ|P61626
MZT2A|Q6P582
OGN|P20774
ERCC2|P18074
APOC4-APOC2|K7ER74
DNAJC7|Q99615
DECR1|E5RJD2
TMEM2|Q9UHN6
RRAS2|P62070-4
POLR2A|P24928
NIF3L1|Q9GZT8
FAM160A2|Q8N612-2
FAM40B|A4D1K4
VPS9D1|Q9Y2B5-2
PLD1|Q13393
NLK|Q9UBE8
C17orf100|D3DTM5
DHCR24|Q15392
ILVBL|A1L0T0
KIAA0319L|Q8IZA0
PACS2|Q86VP3-2
PALMD|Q9NP74
TMOD2|Q9NZR1-2
IFIT1|P09914
NRAS|P01111
RGL2|O15211
NUDT2|P50583
SUOX|P51687
CLDND1|Q9NY35
PSME3|P61289-2
SIAE|Q9HAT2
DCUN1D3|Q8IWE4
ASMTL|O95671
HS1BP3|Q53T59
GBP1|P32455
SLC4A3|P48751
GNG8|Q9UK08
RPLP2|H0YDD8
GSPT1|P15170-3
PGRMC2|O15173-2
SLC4A4|Q9Y6R1-5
ANAPC4|Q9UJX5-3
COQ10A|Q96MF6
CLEC3B|P05452
PIK3IP1|Q96FE7
B4GALNT1|Q00973
NMRK1|Q5W125
LUZP1|Q86V48
COG3|Q96JB2
LIMK2|P53671-3
MFSD4|Q8N468
SNRPG|C9JVQ0
GUCY1B3|Q02153
DHRS1|Q96LJ7
NFXL1|Q6ZNB6
SUPT16H|Q9Y5B9
SNX14|Q9Y5W7
SDHC|Q99643
DOCK4|Q8N1I0
SCFD2|Q8WU76
C1orf216|Q8TAB5
URI1|O94763
TTR|A0A087WT59
LYRM5|Q6IPR1
SGPP1|Q9BX95
PPL|O60437
MTR|Q99707
ACAD10|Q6JQN1-5
SHMT2|P34897
DENND5A|Q6IQ26
POLR3A|O14802
DECR2|Q9NUI1
MYDGF|Q969H8
TFG|Q92734
SF3B1|O75533
MEF2D|Q14814
ULK1|O75385
MOG|Q16653-13
GSTM5|P46439
ANO10|Q9NW15
TMEM63B|Q5T3F8
TAF2|Q6P1X5
H2AFY2|Q9P0M6
KCNC2|Q96PR1-3
LRP2|P98164
STOM|P27105
CYSTM1|Q9H1C7
CMAS|Q8NFW8
DENND6B|Q8NEG7
SRR|I3L4W4
SEC31B|Q9NQW1
ARFGEF3|Q5TH69
PDK1|Q15118
HSP90AA4P|Q58FG1
TINAGL1|Q9GZM7
CALD1|Q05682-2
TMEM63B|H3BLW6
PCDHB8|Q9UN66
EEPD1|Q7L9B9
TMEM87A|Q8NBN3
XKR7|Q5GH72
LSM7|Q9UK45
OS9|Q13438
BIRC2|Q13490
COMMD8|Q9NX08
SNX27|Q96L92
PTPN23|Q9H3S7
PCDHGB2|Q9Y5G2
CALD1|Q05682-3
IRF2BPL|Q9H1B7
PDXDC1|H3BND4
CD74|H0YBZ2
CHMP2A|M0R1T5
MANF|P55145
SUB1|P53999
SCFD1|Q8WVM8
SLC39A7|Q92504
MRGPRF|Q96AM1
PTPDC1|A0A087WTF0
SNRNP70|P08621
VPS29|F8VXU5
GUK1|Q16774-3
HSPE1|P61604
KCNC2|Q96PR1
C17orf100|A8MU93
IMPDH2|H0Y4R1
ENY2|Q9NPA8
MAST4|O15021
STAT2|P52630
ADSL|A0A0A6YY92
KIAA1324L|A8MWY0
KDM1A|O60341-2
RP2|O75695
PPP1CA|P62136
HNRNPCL1|O60812
ARFGAP3|Q9NP61
NARS2|Q96I59
CD74|P04233-2
CADM4|Q8NFZ8
PPP1R37|O75864
PANK2|Q9BZ23
MAP4K4|E7ESS2
LYSMD1|Q96S90
THBS1|P07996
ELAVL1|Q15717-2
CGREF1|Q99674-5
PTPRJ|A0A087WVC6
MTIF3|Q9H2K0
WBP4|O75554
MGEA5|O60502
PTBP3|X6R242
PLXNB3|Q9ULL4-2
FARS2|O95363
CDK11B|J3QR44
TCEAL4|Q96EI5-2
MRPL21|Q7Z2W9
FAM117B|Q6P1L5
SLC4A3|P48751-3
HLCS|P50747
TMEM14C|Q9P0S9
TOM1L2|Q6ZVM7-5
KPNA1|P52294
PUM2|Q8TB72
INPP5B|P32019
PFKFB3|Q16875-4
PLEKHO1|Q53GL0
MMP9|P14780
DPP3|G3V180
KCNA1|Q09470
VDAC3|Q9Y277
MPI|H3BPU7
HSPA1A|P08107
MPI|H3BT46
RNF20|Q5VTR2
PTPN6|P29350-3
PPM1J|Q5JR12
DHRS7|Q9Y394
TATDN3|Q17R31-3
PRRC2B|Q5JSZ5
GSTZ1|O43708
DVL1|O14640
GOLGA3|Q08378
ANXA11|P50995
PPCS|Q9HAB8
GUK1|B1ANH2
RINT1|Q6NUQ1
LONRF2|Q1L5Z9
TSC22D1|Q15714-2
UNC13C|Q8NB66
CMC4|P56277
GCAT|O75600-2
MAP4K4|O95819-3
KCNC4|Q03721
PCDHB4|Q9Y5E5
ACTR2|P61160
GPS1|Q13098-7
GGT5|P36269
MEF2A|Q02078
SLC14A1|Q13336-2
RNF31|Q96EP0
SNX25|Q9H3E2
CEPT1|Q9Y6K0
LIG3|P49916
ARAP2|Q8WZ64
PVRL3|Q9NQS3
BCHE|P06276
PFKFB3|Q5VX20
PNPLA6|M0R2C2
KSR1|Q8IVT5
PDGFRB|P09619
GGA2|Q9UJY4
TAB3|F6SS63
CPT1C|Q8TCG5
DDI2|Q5TDH0-3
CRKL|P46109
PRSS1|E7EQ64
CHMP2A|O43633
MFSD6|Q6ZSS7
SNRPA1|P09661
TPK1|Q9H3S4
DDI2|Q5TDH0
PDCL3|Q9H2J4
DERA|Q9Y315
FMR1|Q06787-9
ARNT2|Q9HBZ2
ITGA2|P17301
VPS9D1|Q9Y2B5
SERPING1|E9PGN7
RALGPS1|Q5JS13-7
MKL2|Q9ULH7-3
AKAP8L|Q9ULX6
PKP2|Q99959-2
WARS2|Q9UGM6
PTPRK|Q15262-3
UNC45A|Q9H3U1
LDB1|Q86U70
ARID1B|Q8NFD5-3
NAA38|I3L3Z2
ACAT1|P24752
BRD4|O60885
ANGEL1|Q9UNK9
U2SURP|O15042
LYPLA1|O75608
MAGED4|Q96JG8-4
PCDHB14|Q9Y5E9
MT1X|P80297
DSG2|Q14126
SNRNP40|Q96DI7-2
RPS27|P42677
LHFPL2|Q6ZUX7
PCDHB15|Q9Y5E8
SSBP3|Q9BWW4
PCDHB9|Q9Y5E1
PCDHB11|Q9Y5F2
RALGPS1|Q5JS13
UBA1|P22314
CCNL1|Q9UK58
CAND1|Q86VP6
THOP1|P52888
PCDHB2|Q9Y5E7
SPTAN1|Q13813-2
FBXO22|Q8NEZ5
ISLR2|Q6UXK2
DOCK9|Q9BZ29-4
UNC5C|O95185
HLA-B|Q04826
ACTL6B|O94805
GOLPH3|Q9H4A6
CEP295|Q9C0D2-3
CDK18|Q07002-3
PFDN6|O15212
STARD9|Q9P2P6
RRP36|Q96EU6
CSE1L|P55060
MRPL10|Q7Z7H8-2
FLNA|P21333
S100A9|P06702
DCTN2|Q13561-2
EIF4A1|J3KS25
NMRK1|Q9NWW6
C17orf62|Q9BQA9
SETD7|Q8WTS6
ABI3BP|D3YTG3
PPIL1|Q9Y3C6
PYCRL|A0A0A0MQS1
GSTT2B|P0CG30
CMC1|H7C3D8
ABCC4|O15439
SUMO3|A8MU27
STARD7|Q9NQZ5
SUPT5H|A0A0A0MSV0
ACAD10|Q6JQN1
FER|P16591
SUPT5H|O00267-2
SUGT1|Q9Y2Z0-2
COX20|Q5RI15-2
MINPP1|Q9UNW1
HLA-A|P18462
PCBP3|P57721
RPS28|P62857
UBE2E1|P51965
TARS|P26639
ARNT|P27540
HLA-A|P30450
ATP5B|F8W0P7
MYO9A|B2RTY4-4
RIN1|Q13671
EWSR1|Q01844-5
DNM1L|O00429
AGFG1|P52594-4
RAB33B|Q9H082
FLAD1|Q8NFF5
MICAL1|Q8TDZ2-4
RBFOX1|B7Z1U7
NLGN4X|Q8N0W4-2
LRFN3|Q9BTN0
REPS2|Q8NFH8
GGT5|P36269-3
CCDC88B|A6NC98
TXNL1|O43396
MT1F|P04733
ANKH|Q9HCJ1
SMNDC1|O75940
HMG20A|Q9NP66
IWS1|Q96ST2
PCDHB10|A0A0A0MTM6
SEC22B|O75396
TRRAP|F2Z2U4
RPL11|P62913
NELFA|A0A0C4DFX9
ATG9A|Q7Z3C6
DCLK2|Q8N568-3
DNAL1|Q4LDG9
FBXO6|Q9NRD1
MMAA|Q495G5
KLC1|H0YG16
TBC1D5|Q92609-2
TRAPPC13|A5PLN9-5
KDELR1|P24390
PANK1|Q8TE04
HSBP1|O75506
SLC41A3|Q96GZ6-9
GANAB|Q14697-2
GSTT2|P0CG29
TRAPPC13|A5PLN9
HADH|A0A0A0MSE2
CSTF2T|Q9H0L4
NDRG4|H3BNK4
KCNA2|P16389
SLC19A1|D3DSM6
SYNJ1|H7BZ56
TRMT1|Q9NXH9
MUL1|Q969V5
TPRKB|Q9Y3C4-3
FAM177A1|Q8N128-2
HLA-A|P30459
DNAJB1|M0R128
HNRNPR|O43390-2
CSMD3|Q7Z407
ACTBL2|Q562R1
HNRNPU|Q00839-2
ENG|P17813
NPLOC4|Q8TAT6-2
RNF170|Q96K19
ARHGAP12|Q8IWW6
FNBP1L|S4R347
PCDHGC4|Q9Y5F7
RPS27L|H0YMV8
FXR1|P51114
SNX27|Q96L92-2
LUM|P51884
ERH|P84090
UCK1|Q9HA47-4
PHLPP2|H3BMS5
PUM2|Q8TB72-3
THOP1|P52888-2
PCDHGA4|A0A087WT05
HNRNPH1|G8JLB6
MDM1|Q8TC05
MTPAP|Q9NVV4-2
DDX6|P26196
FBLL1|R4GMW7
UNC13B|B1AM27
CCDC50|Q8IVM0-2
TARS|P26639-2
PCDHGB7|Q9Y5F8
GPR155|Q7Z3F1
TPM3|P06753-4
KBTBD2|Q8IY47
VAMP7|P51809
GUK1|Q16774-2
SAP130|Q9H0E3-3
USP13|Q92995
ZFYVE19|Q96K21-3
TBC1D4|O60343
TACO1|Q9BSH4
ENO2|P09104
GBP2|P32456
EIF3G|K7EL20
RPA2|P15927-3
ACOX1|I3L2U4
ARPC5L|Q9BPX5
EGFR|P00533
COX17|Q14061
KANK3|Q6NY19
NTRK2|Q16620-2
PARP4|Q9UKK3
TRRAP|Q9Y4A5
PDCD6|O75340-2
MGST2|Q99735
KIF13B|Q9NQT8
LAMA5|O15230
NIPBL|Q6KC79
SNX13|Q9Y5W8
RING1|Q06587
ALDH18A1|P54886
SCAF8|A0A0A0MT33
BIN3|Q9NQY0
CRABP2|P29373
FOXO3|O43524
ATP11A|E9PEJ6
MARC1|Q5VT66-2
NOGENE|P01613
NRXN1|P58400
MGMT|P16455
SF3A2|Q15428
PKP4|Q99569
SUMO1|B8ZZN6
ETFA|P13804
ROBO2|F8W703
VIPAS39|G3V4K3
SOHLH2|Q9NX45-3
GIT2|Q14161
STAMBP|O95630
GRIP1|F5H3G9
HDDC2|Q7Z4H3
MLST8|A0A0A0MR05
ME2|P23368
SLC18B1|Q6NT16
LGI3|Q8N145
COPA|P53621-2
WSB2|Q9NYS7-2
ARF1|P84077
ALG1|Q9BT22
PFDN5|Q99471
SKIV2L|Q15477
NOGENE|P01623
SEMA7A|O75326
RBM25|P49756
EIF4E2|O60573
COPZ1|F8VVA7
NXN|Q6DKJ4
PA2G4|Q9UQ80
SLC3A2|F5H867
FOCAD|Q5VW36
ROBO2|Q9HCK4-3
KIAA1211L|C9JXD6
RAC3|J3QLK0
TMEM119|Q4V9L6
EIF4A3|P38919
TAB3|Q8N5C8
MLLT4|A8MQ02
GUCY1B3|E9PCN2
ETHE1|M0QXB5
GLB1|P16278
TERF2IP|Q9NYB0
HNRNPH2|P55795
GIGYF1|O75420
SMARCA2|P51531
PPP1CA|P62136-2
NOGENE|B4E1Z4
RAB22A|Q9UL26
SDPR|O95810
SLC25A1|P53007
MAP3K12|Q12852-2
TARS2|Q9BW92
DST|Q03001-13
EIF3L|B0QY89
SPRYD4|Q8WW59
ABCF2|Q9UG63-2
AHCTF1|Q8WYP5-2
RIMS2|Q9UQ26-8
TMEM151A|Q8N4L1
STRN3|Q13033
SLC25A20|O43772
MYO1C|O00159-3
COPB1|P53618
NOGENE|E9PLN8
SERPING1|P05155-3
RMDN1|Q96DB5
MTUS2|J3KQA9
ACAP3|Q96P50
UBQLN1|Q9UMX0
MT1M|Q8N339
RBBP5|Q15291
LIMCH1|H0Y8P3
CAV1|Q03135-2
SEPT8|F8W8I8
RGMA|A0A0A0MTQ4
CALD1|Q05682-4
ITIH3|Q06033
SRSF9|Q13242
APOC3|B0YIW2
ERCC3|P19447
SMUG1|Q53HV7
DTYMK|P23919
COPA|P53621
MAP7D3|Q8IWC1
CERK|Q8TCT0
MANBAL|Q9NQG1
PIK3CB|P42338
PIKFYVE|C9JL08
ACP1|P24666
MEGF8|Q7Z7M0
KIAA1467|A2RU67
RPS15A|P62244
SLC12A9|Q9BXP2
SLC22A17|Q8WUG5
MRRF|Q96E11
F13A1|P00488
TENM4|Q6N022
PPP1R12C|Q9BZL4-4
MAP2|P11137-4
RAB8A|P61006
SACS|Q9NZJ4
LIMD2|Q9BT23
ACBD7|Q8N6N7
COPS8|Q99627
GRM1|Q13255
SP3|Q02447
MT1G|P13640-2
KCTD21|Q4G0X4
ELAC2|Q9BQ52
UFL1|O94874-3
RBFOX1|F8VZG9
FOCAD|S4R400
SPIRE1|Q08AE8-2
EPB41L1|Q9H4G0-4
CNNM3|Q8NE01
BCL2|P10415
GHDC|Q8N2G8
FABP3|P05413
ZFYVE19|Q96K21
THEM4|Q5T1C6
CUX1|Q13948
CUEDC2|Q9H467
RALGAPA1|Q6GYQ0-6
CDK13|Q14004
RANGRF|Q9HD47
SMG9|Q9H0W8
ERC2|H7C4G9
IFIT5|Q13325
AKT1S1|Q96B36-3
CNOT4|O95628-10
ALG5|Q9Y673
CYFIP1|Q7L576
COL18A1|P39060
PRRC2A|P48634
DCD|P81605
CDH11|P55287
LIPE|Q05469
CALR|P27797
ATP6V0C|P27449
MEST|Q5EB52
TXN|P10599
OSBPL2|Q9H1P3
REEP5|Q00765
RABL2A|Q9UBK7-2
TBC1D1|H0Y8P0
POLR2C|P19387
KRT10|P13645
ACAA2|P42765
VPS29|Q9UBQ0
MX2|P20592
COBL|O75128-7
FBXO2|Q9UK22
CDK18|Q07002-2
IPO9|Q96P70
NAE1|Q13564-4
DCD|P81605-2
RIMS2|D6RA03
PPFIA1|H0YEF9
NOL9|Q5SY16
TECPR2|O15040
EIF4E2|B8ZZ50
RAPGEF2|H0Y905
CDK13|Q14004-2
NO66|Q9H6W3
ANK2|E9PCH6
C19orf12|Q9NSK7
ARGLU1|Q9NWB6
CBR4|Q8N4T8
DESI1|Q6ICB0
TRA2B|P62995
CPS1|P31327-3
C1orf50|Q9BV19
ACTR3|P61158
GSTA4|O15217
PREB|Q9HCU5
TMEM132D|Q14C87
CNOT4|O95628-6
CALD1|E9PGZ1
ACAP2|H7C3K3
FGFR1|P11362-21
LMAN1|P49257
SPCS1|Q9Y6A9
CD93|Q9NPY3
GNPDA2|Q8TDQ7
USP33|Q8TEY7
EIF2B5|Q13144
DPF2|J3KMZ8
UBQLN1|Q9UMX0-2
TMOD1|P28289
CSNK1G3|Q9Y6M4-4
MTPAP|Q9NVV4
CACNA1D|Q01668-2
LEMD3|Q9Y2U8
HSPA12B|Q96MM6
ZFYVE9|O95405
KRT14|P02533
NSDHL|Q15738
PRPF40A|O75400-3
OXA1L|J3KNA0
NAE1|Q13564
TBC1D1|Q86TI0
SNX8|Q9Y5X2
HSPG2|P98160
BCAM|P50895
FAAH|O00519
PDE1A|P54750-4
THEMIS|Q8N1K5-4
PCBP2|Q15366-3
LSG1|Q9H089
PFDN1|O60925
BCAS3|K7ESE9
APBB2|Q92870-4
MPC1|A0A087WVZ0
ABHD11|Q8NFV4
SPAG7|O75391
MLLT4|P55196-5
HSD11B1|P28845
TBCD|Q9BTW9-4
PPP1R12C|Q9BZL4-3
PRPF40A|O75400
HOPX|Q9BPY8-3
SPCS1|X6R2S6
PEX19|P40855
RAB13|P51153
CMIP|Q8IY22
SLC43A3|Q8NBI5-2
TPM2|P07951-3
KIF2A|D6R9M0
ANAPC5|Q9UJX4
SLC7A1|P30825
SERPINH1|P50454
CHD8|Q9HCK8
AKAP6|Q13023
TBCD|J3KR97
KNG1|P01042
IFIT2|A0A087X279
SNRPE|P62304
NBL1|P41271-2
KIAA0100|Q14667
MAN2A2|P49641
USP47|Q96K76
NXF1|Q9UBU9
DCTN6|O00399
SNX7|Q9UNH6-3
MAT1A|Q00266
TMF1|P82094-2
SPATA13|Q96N96-6
TPM1|F5H7S3
ZNF638|A0A096LPH6
PTRH1|Q86Y79
UNKL|E9PDK2
EIF3S3|B3KS98
SYNPO2|Q9UMS6-2
MOGS|Q13724
TMEM263|Q8WUH6
WDR11|Q9BZH6
PKP2|Q99959
FAM73B|Q7L4E1
