"CSF-PR / CSF GLYCO MIXED-MODE / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
6455.00,"SINGLE PROTEIN","P35250",""," Replication factor C subunit 2 (RFC2_HUMAN)","7","RFC2",0.00,"false",0.00,0.00,0.00,841.00,39.13,0.00,,,,,"false"
6456.00,"SINGLE PROTEIN","P61550",""," Endogenous retrovirus group S71 member 1 Env polyprotein (ENVT1_HUMAN)","","",0.00,"false",0.00,0.00,0.00,841.00,68.13,0.00,,,,,"false"
6457.00,"SINGLE PROTEIN","P35251",""," Replication factor C subunit 1 (RFC1_HUMAN)","4","RFC1",0.00,"false",0.00,0.00,0.00,841.00,128.18,0.00,,,,,"false"
6458.00,"SINGLE PROTEIN","P49888",""," Estrogen sulfotransferase (ST1E1_HUMAN)","4","SULT1E1",0.00,"false",0.00,0.00,0.00,841.00,35.10,0.00,,,,,"false"
6459.00,"SINGLE PROTEIN","Q6B0B8",""," Tigger transposable element-derived protein 3 (TIGD3_HUMAN)","11","TIGD3",0.00,"false",0.00,0.00,0.00,841.00,51.99,0.00,,,,,"false"
6460.00,"SINGLE PROTEIN","P47224",""," Guanine nucleotide exchange factor MSS4 (MSS4_HUMAN)","1","RABIF",0.00,"false",0.00,0.00,0.00,841.00,13.83,0.00,,,,,"false"
6461.00,"SINGLE PROTEIN","P23276",""," Kell blood group glycoprotein (KELL_HUMAN)","7","KEL",0.00,"false",0.00,0.00,0.00,841.00,82.77,0.00,,,,,"false"
6462.00,"SINGLE PROTEIN","P60228",""," Eukaryotic translation initiation factor 3 subunit E (EIF3E_HUMAN)","8","EIF3E",0.00,"false",0.00,0.00,0.00,841.00,52.19,0.00,,,,,"false"
6463.00,"SINGLE PROTEIN","P48552",""," Nuclear receptor-interacting protein 1 (NRIP1_HUMAN)","21","NRIP1",0.00,"false",0.00,0.00,0.00,841.00,126.86,0.00,,,,,"false"
6464.00,"SINGLE PROTEIN","P48553",""," Trafficking protein particle complex subunit 10 (TPC10_HUMAN)","21","TRAPPC10",0.00,"false",0.00,0.00,0.00,841.00,142.10,0.00,,,,,"false"
6465.00,"SINGLE PROTEIN","P48551",""," Interferon alpha/beta receptor 2 (INAR2_HUMAN)","21","IFNAR2",0.00,"false",0.00,0.00,0.00,841.00,57.72,0.00,,,,,"false"
6466.00,"SINGLE PROTEIN","P35236",""," Tyrosine-protein phosphatase non-receptor type 7 (PTN7_HUMAN)","1","PTPN7",0.00,"false",0.00,0.00,0.00,841.00,40.50,0.00,,,,,"false"
6467.00,"SINGLE PROTEIN","Q6P9H4",""," Connector enhancer of kinase suppressor of ras 3 (CNKR3_HUMAN)","6","CNKSR3",0.00,"false",0.00,0.00,0.00,841.00,61.86,0.00,,,,,"false"
6468.00,"SINGLE PROTEIN","Q8NHU2",""," Cilia- and flagella-associated protein 61 (CFA61_HUMAN)","20","C20ORF26",0.00,"false",0.00,0.00,0.00,841.00,141.26,0.00,,,,,"false"
6469.00,"SINGLE PROTEIN","Q6P9H5",""," GTPase IMAP family member 6 (GIMA6_HUMAN)","7","GIMAP6",0.00,"false",0.00,0.00,0.00,841.00,32.93,0.00,,,,,"false"
6470.00,"SINGLE PROTEIN","Q8NHU3",""," Phosphatidylcholine:ceramide cholinephosphotransferase 2 (SMS2_HUMAN)","4","SGMS2",0.00,"false",0.00,0.00,0.00,841.00,42.25,0.00,,,,,"false"
6471.00,"SINGLE PROTEIN","Q8NI60",""," Atypical kinase ADCK3, mitochondrial (ADCK3_HUMAN)","1","ADCK3",0.00,"false",0.00,0.00,0.00,841.00,71.90,0.00,,,,,"false"
6472.00,"SINGLE PROTEIN","P35237",""," Serpin B6 (SPB6_HUMAN)","6","SERPINB6",0.00,"false",0.00,0.00,0.00,841.00,42.59,0.00,,,,,"false"
6473.00,"SINGLE PROTEIN","O75094",""," Slit homolog 3 protein (SLIT3_HUMAN)","5","SLIT3",0.00,"false",0.00,0.00,0.00,841.00,167.60,0.00,,,,,"false"
6474.00,"SINGLE PROTEIN","O75095",""," Multiple epidermal growth factor-like domains protein 6 (MEGF6_HUMAN)","1","MEGF6",0.00,"false",0.00,0.00,0.00,841.00,161.07,0.00,,,,,"false"
6475.00,"SINGLE PROTEIN","P11274",""," Breakpoint cluster region protein (BCR_HUMAN)","22","BCR",0.00,"false",0.00,0.00,0.00,841.00,142.73,0.00,,,,,"false"
6476.00,"SINGLE PROTEIN","O75093",""," Slit homolog 1 protein (SLIT1_HUMAN)","10","SLIT1",0.00,"false",0.00,0.00,0.00,841.00,167.82,0.00,,,,,"false"
6477.00,"SINGLE PROTEIN","Q6P9G9",""," Zinc finger protein 449 (ZN449_HUMAN)","X","ZNF449",0.00,"false",0.00,0.00,0.00,841.00,59.89,0.00,,,,,"false"
6478.00,"SINGLE PROTEIN","P35240",""," Merlin (MERL_HUMAN)","22","NF2",0.00,"false",0.00,0.00,0.00,841.00,69.65,0.00,,,,,"false"
6479.00,"SINGLE PROTEIN","P48546",""," Gastric inhibitory polypeptide receptor (GIPR_HUMAN)","19","GIPR",0.00,"false",0.00,0.00,0.00,841.00,53.12,0.00,,,,,"false"
6480.00,"SINGLE PROTEIN","P48544",""," G protein-activated inward rectifier potassium channel 4 (KCNJ5_HUMAN)","11","KCNJ5",0.00,"false",0.00,0.00,0.00,841.00,47.64,0.00,,,,,"false"
6481.00,"SINGLE PROTEIN","P48549",""," G protein-activated inward rectifier potassium channel 1 (KCNJ3_HUMAN)","2","KCNJ3",0.00,"false",0.00,0.00,0.00,841.00,56.57,0.00,,,,,"false"
6482.00,"SINGLE PROTEIN","P23246",""," Splicing factor, proline- and glutamine-rich (SFPQ_HUMAN)","1","SFPQ",0.00,"false",0.00,0.00,0.00,841.00,76.10,0.00,,,,,"false"
6483.00,"SINGLE PROTEIN","P24593",""," Insulin-like growth factor-binding protein 5 (IBP5_HUMAN)","2","IGFBP5",0.00,"false",0.00,0.00,0.00,841.00,30.55,0.00,,,,,"false"
6484.00,"SINGLE PROTEIN","A0AVK6",""," Transcription factor E2F8 (E2F8_HUMAN)","11","E2F8",0.00,"false",0.00,0.00,0.00,841.00,94.11,0.00,,,,,"false"
6485.00,"RELATED PROTEINS","Q8WYB5","Q92794"," Histone acetyltransferase KAT6B (KAT6B_HUMAN)","10","KAT6B",0.00,"false",0.00,0.00,0.00,841.00,231.23,0.00,,,,,"false"
6486.00,"SINGLE PROTEIN","Q719I0",""," Activator of 90 kDa heat shock protein ATPase homolog 2 (AHSA2_HUMAN)","2","AHSA2",0.00,"false",0.00,0.00,0.00,841.00,33.78,0.00,,,,,"false"
6487.00,"SINGLE PROTEIN","Q06190",""," Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha (P2R3A_HUMAN)","3","PPP2R3A",0.00,"false",0.00,0.00,0.00,841.00,130.20,0.00,,,,,"false"
6488.00,"SINGLE PROTEIN","O75078",""," Disintegrin and metalloproteinase domain-containing protein 11 (ADA11_HUMAN)","17","ADAM11",0.00,"false",0.00,0.00,0.00,841.00,83.36,0.00,,,,,"false"
6489.00,"SINGLE PROTEIN","P35222",""," Catenin beta-1 (CTNB1_HUMAN)","3","CTNNB1",0.00,"false",0.00,0.00,0.00,841.00,85.44,0.00,,,,,"false"
6490.00,"SINGLE PROTEIN","Q8NI51",""," Transcriptional repressor CTCFL (CTCFL_HUMAN)","20","CTCFL",0.00,"false",0.00,0.00,0.00,841.00,75.70,0.00,,,,,"false"
6491.00,"SINGLE PROTEIN","P35228",""," Nitric oxide synthase, inducible (NOS2_HUMAN)","17","NOS2",0.00,"false",0.00,0.00,0.00,841.00,131.03,0.00,,,,,"false"
6492.00,"SINGLE PROTEIN","O75074",""," Low-density lipoprotein receptor-related protein 3 (LRP3_HUMAN)","19","LRP3",0.00,"false",0.00,0.00,0.00,841.00,82.83,0.00,,,,,"false"
6493.00,"SINGLE PROTEIN","P35227",""," Polycomb group RING finger protein 2 (PCGF2_HUMAN)","17","PCGF2",0.00,"false",0.00,0.00,0.00,841.00,37.76,0.00,,,,,"false"
6494.00,"UNRELATED PROTEINS","P54278","Q68D20"," Mismatch repair endonuclease PMS2 (PMS2_HUMAN)","7","PMS2",0.00,"false",0.00,0.00,0.00,841.00,95.74,0.00,,,,,"false"
6495.00,"UNRELATED PROTEINS","Q4ZG55","Q9C091"," Protein GREB1 (GREB1_HUMAN)","2","GREB1",0.00,"false",0.00,0.00,0.00,841.00,216.33,0.00,,,,,"false"
6496.00,"SINGLE PROTEIN","P11277",""," Spectrin beta chain, erythrocytic (SPTB1_HUMAN)","14","SPTB",0.00,"false",0.00,0.00,0.00,841.00,246.32,0.00,,,,,"false"
6497.00,"SINGLE PROTEIN","Q8NHS4",""," Clathrin heavy chain linker domain-containing protein 1 (CLHC1_HUMAN)","2","CLHC1",0.00,"false",0.00,0.00,0.00,841.00,67.21,0.00,,,,,"false"
6498.00,"SINGLE PROTEIN","O75084",""," Frizzled-7 (FZD7_HUMAN)","2","FZD7",0.00,"false",0.00,0.00,0.00,841.00,63.58,0.00,,,,,"false"
6499.00,"SINGLE PROTEIN","Q9H095",""," IQ domain-containing protein G (IQCG_HUMAN)","3","IQCG",0.00,"false",0.00,0.00,0.00,841.00,51.89,0.00,,,,,"false"
6500.00,"SINGLE PROTEIN","O75081",""," Protein CBFA2T3 (MTG16_HUMAN)","16","CBFA2T3",0.00,"false",0.00,0.00,0.00,841.00,71.15,0.00,,,,,"false"
6501.00,"SINGLE PROTEIN","Q8NHS3",""," Major facilitator superfamily domain-containing protein 8 (MFSD8_HUMAN)","4","MFSD8",0.00,"false",0.00,0.00,0.00,841.00,57.59,0.00,,,,,"false"
6502.00,"SINGLE PROTEIN","Q8NHS9",""," Spermatogenesis-associated protein 22 (SPT22_HUMAN)","17","SPATA22",0.00,"false",0.00,0.00,0.00,841.00,41.29,0.00,,,,,"false"
6503.00,"SINGLE PROTEIN","Q9H091",""," Zinc finger MYND domain-containing protein 15 (ZMY15_HUMAN)","17","ZMYND15",0.00,"false",0.00,0.00,0.00,841.00,81.81,0.00,,,,,"false"
6504.00,"SINGLE PROTEIN","Q9H094",""," Neuroblastoma breakpoint family member 3 (NBPF3_HUMAN)","1","NBPF3",0.00,"false",0.00,0.00,0.00,841.00,72.91,0.00,,,,,"false"
6505.00,"SINGLE PROTEIN","P61578",""," Endogenous retrovirus group K member 16 Rec protein (REC16_HUMAN)","","",0.00,"false",0.00,0.00,0.00,841.00,11.80,0.00,,,,,"false"
6506.00,"SINGLE PROTEIN","P49863",""," Granzyme K (GRAK_HUMAN)","5","GZMK",0.00,"false",0.00,0.00,0.00,841.00,28.86,0.00,,,,,"false"
6507.00,"SINGLE PROTEIN","P48539",""," Purkinje cell protein 4 (PCP4_HUMAN)","21","PCP4",0.00,"false",0.00,0.00,0.00,841.00,6.79,0.00,,,,,"false"
6508.00,"RELATED PROTEINS","P19793","P28702,P48443"," Retinoic acid receptor RXR-alpha (RXRA_HUMAN)","9","RXRA",0.00,"false",0.00,0.00,0.00,841.00,50.78,0.00,,,,,"false"
6509.00,"SINGLE PROTEIN","P24588",""," A-kinase anchor protein 5 (AKAP5_HUMAN)","14","AKAP5",0.00,"false",0.00,0.00,0.00,841.00,47.06,0.00,,,,,"false"
6510.00,"SINGLE PROTEIN","A0AVF1",""," Intraflagellar transport protein 56 (IFT56_HUMAN)","7","TTC26",0.00,"false",0.00,0.00,0.00,841.00,64.14,0.00,,,,,"false"
6511.00,"SINGLE PROTEIN","Q6NUK1",""," Calcium-binding mitochondrial carrier protein SCaMC-1 (SCMC1_HUMAN)","1","SLC25A24",0.00,"false",0.00,0.00,0.00,841.00,53.32,0.00,,,,,"false"
6512.00,"SINGLE PROTEIN","O75069",""," Transmembrane and coiled-coil domains protein 2 (TMCC2_HUMAN)","1","TMCC2",0.00,"false",0.00,0.00,0.00,841.00,77.40,0.00,,,,,"false"
6513.00,"SINGLE PROTEIN","P50851",""," Lipopolysaccharide-responsive and beige-like anchor protein (LRBA_HUMAN)","4","LRBA",0.00,"false",0.00,0.00,0.00,841.00,318.91,0.00,,,,,"false"
6514.00,"SINGLE PROTEIN","O75063",""," Glycosaminoglycan xylosylkinase (XYLK_HUMAN)","1","FAM20B",0.00,"false",0.00,0.00,0.00,841.00,46.40,0.00,,,,,"false"
6515.00,"SINGLE PROTEIN","O75064",""," DENN domain-containing protein 4B (DEN4B_HUMAN)","1","DENND4B",0.00,"false",0.00,0.00,0.00,841.00,163.74,0.00,,,,,"false"
6516.00,"SINGLE PROTEIN","Q06187",""," Tyrosine-protein kinase BTK (BTK_HUMAN)","X","BTK",0.00,"false",0.00,0.00,0.00,841.00,76.23,0.00,,,,,"false"
6517.00,"SINGLE PROTEIN","P62834",""," Ras-related protein Rap-1A (RAP1A_HUMAN)","1","RAP1A",0.00,"false",0.00,0.00,0.00,841.00,20.97,0.00,,,,,"false"
6518.00,"UNRELATED PROTEINS","O43918","Q9NQV7,Q9NQW5,Q9Y2P5"," Autoimmune regulator (AIRE_HUMAN)","21","AIRE",0.00,"false",0.00,0.00,0.00,841.00,57.69,0.00,,,,,"false"
6519.00,"SINGLE PROTEIN","O75054",""," Immunoglobulin superfamily member 3 (IGSF3_HUMAN)","1","IGSF3",0.00,"false",0.00,0.00,0.00,841.00,135.11,0.00,,,,,"false"
6520.00,"SINGLE PROTEIN","Q8NHZ8",""," Anaphase-promoting complex subunit CDC26 (CDC26_HUMAN)","9","CDC26",0.00,"false",0.00,0.00,0.00,841.00,9.77,0.00,,,,,"false"
6521.00,"SINGLE PROTEIN","O75061",""," Putative tyrosine-protein phosphatase auxilin (AUXI_HUMAN)","1","DNAJC6",0.00,"false",0.00,0.00,0.00,841.00,99.93,0.00,,,,,"false"
6522.00,"SINGLE PROTEIN","Q0IIN9",""," Putative uncharacterized protein ZNF252P-AS1 (ZNFS1_HUMAN)","8","ZNF252P-AS1",0.00,"false",0.00,0.00,0.00,841.00,22.46,0.00,,,,,"false"
6523.00,"SINGLE PROTEIN","Q6NUI2",""," Glycerol-3-phosphate acyltransferase 2, mitochondrial (GPAT2_HUMAN)","2","GPAT2",0.00,"false",0.00,0.00,0.00,841.00,87.78,0.00,,,,,"false"
6524.00,"SINGLE PROTEIN","P48594",""," Serpin B4 (SPB4_HUMAN)","18","SERPINB4",0.00,"false",0.00,0.00,0.00,841.00,44.83,0.00,,,,,"false"
6525.00,"SINGLE PROTEIN","Q8NHY2",""," E3 ubiquitin-protein ligase RFWD2 (RFWD2_HUMAN)","1","RFWD2",0.00,"false",0.00,0.00,0.00,841.00,80.42,0.00,,,,,"false"
6526.00,"SINGLE PROTEIN","Q8NHY3",""," GAS2-like protein 2 (GA2L2_HUMAN)","17","GAS2L2",0.00,"false",0.00,0.00,0.00,841.00,96.46,0.00,,,,,"false"
6527.00,"SINGLE PROTEIN","P50876",""," E3 ubiquitin-protein ligase RNF144A (R144A_HUMAN)","2","RNF144A",0.00,"false",0.00,0.00,0.00,841.00,32.87,0.00,,,,,"false"
6528.00,"SINGLE PROTEIN","Q8NHY0",""," Beta-1,4 N-acetylgalactosaminyltransferase 2 (B4GN2_HUMAN)","17","B4GALNT2",0.00,"false",0.00,0.00,0.00,841.00,63.22,0.00,,,,,"false"
6529.00,"SINGLE PROTEIN","Q8NHY6",""," Zinc finger protein 28 homolog (ZFP28_HUMAN)","19","ZFP28",0.00,"false",0.00,0.00,0.00,841.00,98.64,0.00,,,,,"false"
6530.00,"SINGLE PROTEIN","O75044",""," SLIT-ROBO Rho GTPase-activating protein 2 (SRGP2_HUMAN)","1","SRGAP2",0.00,"false",0.00,0.00,0.00,841.00,120.80,0.00,,,,,"false"
6531.00,"SINGLE PROTEIN","Q8NHY5",""," Checkpoint protein HUS1B (HUS1B_HUMAN)","6","HUS1B",0.00,"false",0.00,0.00,0.00,841.00,30.96,0.00,,,,,"false"
6532.00,"SINGLE PROTEIN","Q6NUI6",""," Chondroadherin-like protein (CHADL_HUMAN)","22","CHADL",0.00,"false",0.00,0.00,0.00,841.00,82.34,0.00,,,,,"false"
6533.00,"SINGLE PROTEIN","Q8NHX9",""," Two pore calcium channel protein 2 (TPC2_HUMAN)","11","TPCN2",0.00,"false",0.00,0.00,0.00,841.00,85.19,0.00,,,,,"false"
6534.00,"SINGLE PROTEIN","Q8NI99",""," Angiopoietin-related protein 6 (ANGL6_HUMAN)","19","ANGPTL6",0.00,"false",0.00,0.00,0.00,841.00,51.66,0.00,,,,,"false"
6535.00,"SINGLE PROTEIN","O75051",""," Plexin-A2 (PLXA2_HUMAN)","1","PLXNA2",0.00,"false",0.00,0.00,0.00,841.00,210.97,0.00,,,,,"false"
6536.00,"SINGLE PROTEIN","Q0IIM8",""," TBC1 domain family member 8B (TBC8B_HUMAN)","X","TBC1D8B",0.00,"false",0.00,0.00,0.00,841.00,128.63,0.00,,,,,"false"
6537.00,"SINGLE PROTEIN","Q6NUJ5",""," PWWP domain-containing protein 2B (PWP2B_HUMAN)","10","PWWP2B",0.00,"false",0.00,0.00,0.00,841.00,63.93,0.00,,,,,"false"
6538.00,"SINGLE PROTEIN","Q6NUJ1",""," Proactivator polypeptide-like 1 (SAPL1_HUMAN)","4","PSAPL1",0.00,"false",0.00,0.00,0.00,841.00,56.59,0.00,,,,,"false"
6539.00,"SINGLE PROTEIN","O75038",""," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 (PLCH2_HUMAN)","1","PLCH2",0.00,"false",0.00,0.00,0.00,841.00,154.57,0.00,,,,,"false"
6540.00,"SINGLE PROTEIN","P35269",""," General transcription factor IIF subunit 1 (T2FA_HUMAN)","19","GTF2F1",0.00,"false",0.00,0.00,0.00,841.00,58.21,0.00,,,,,"false"
6541.00,"SINGLE PROTEIN","O75037",""," Kinesin-like protein KIF21B (KI21B_HUMAN)","1","KIF21B",0.00,"false",0.00,0.00,0.00,841.00,182.55,0.00,,,,,"false"
6542.00,"SINGLE PROTEIN","P35268",""," 60S ribosomal protein L22 (RL22_HUMAN)","1","RPL22",0.00,"false",0.00,0.00,0.00,841.00,14.78,0.00,,,,,"false"
6543.00,"SINGLE PROTEIN","O75031",""," Heat shock factor 2-binding protein (HSF2B_HUMAN)","21","HSF2BP",0.00,"false",0.00,0.00,0.00,841.00,37.62,0.00,,,,,"false"
6544.00,"SINGLE PROTEIN","P35270",""," Sepiapterin reductase (SPRE_HUMAN)","2","SPR",0.00,"false",0.00,0.00,0.00,841.00,28.03,0.00,,,,,"false"
6545.00,"SINGLE PROTEIN","Q56UN5",""," Mitogen-activated protein kinase kinase kinase 19 (M3K19_HUMAN)","","MAP3K19",0.00,"false",0.00,0.00,0.00,841.00,150.44,0.00,,,,,"false"
6546.00,"SINGLE PROTEIN","P36508",""," Zinc finger protein 76 (ZNF76_HUMAN)","6","ZNF76",0.00,"false",0.00,0.00,0.00,841.00,61.79,0.00,,,,,"false"
6547.00,"SINGLE PROTEIN","P36507",""," Dual specificity mitogen-activated protein kinase kinase 2 (MP2K2_HUMAN)","19","MAP2K2",0.00,"false",0.00,0.00,0.00,841.00,44.40,0.00,,,,,"false"
6548.00,"SINGLE PROTEIN","O75146",""," Huntingtin-interacting protein 1-related protein (HIP1R_HUMAN)","12","HIP1R",0.00,"false",0.00,0.00,0.00,841.00,119.31,0.00,,,,,"false"
6549.00,"SINGLE PROTEIN","O75147",""," Obscurin-like protein 1 (OBSL1_HUMAN)","2","OBSL1",0.00,"false",0.00,0.00,0.00,841.00,206.82,0.00,,,,,"false"
6550.00,"SINGLE PROTEIN","Q9H0U9",""," Testis-specific Y-encoded-like protein 1 (TSYL1_HUMAN)","6","TSPYL1",0.00,"false",0.00,0.00,0.00,841.00,49.16,0.00,,,,,"false"
6551.00,"SINGLE PROTEIN","Q9H169",""," Stathmin-4 (STMN4_HUMAN)","8","STMN4",0.00,"false",0.00,0.00,0.00,841.00,22.06,0.00,,,,,"false"
6552.00,"SINGLE PROTEIN","O75145",""," Liprin-alpha-3 (LIPA3_HUMAN)","19","PPFIA3",0.00,"false",0.00,0.00,0.00,841.00,133.41,0.00,,,,,"false"
6553.00,"SINGLE PROTEIN","Q9H165",""," B-cell lymphoma/leukemia 11A (BC11A_HUMAN)","2","BCL11A",0.00,"false",0.00,0.00,0.00,841.00,91.14,0.00,,,,,"false"
6554.00,"SINGLE PROTEIN","O75140",""," DEP domain-containing protein 5 (DEPD5_HUMAN)","22","DEPDC5",0.00,"false",0.00,0.00,0.00,841.00,177.80,0.00,,,,,"false"
6555.00,"SINGLE PROTEIN","P13861",""," cAMP-dependent protein kinase type II-alpha regulatory subunit (KAP2_HUMAN)","3","PRKAR2A",0.00,"false",0.00,0.00,0.00,841.00,45.49,0.00,,,,,"false"
6556.00,"SINGLE PROTEIN","O75150",""," E3 ubiquitin-protein ligase BRE1B (BRE1B_HUMAN)","16","RNF40",0.00,"false",0.00,0.00,0.00,841.00,113.58,0.00,,,,,"false"
6557.00,"SINGLE PROTEIN","Q9H161",""," Homeobox protein aristaless-like 4 (ALX4_HUMAN)","11","ALX4",0.00,"false",0.00,0.00,0.00,841.00,44.21,0.00,,,,,"false"
6558.00,"SINGLE PROTEIN","Q9H0U3",""," Magnesium transporter protein 1 (MAGT1_HUMAN)","X","MAGT1",0.00,"false",0.00,0.00,0.00,841.00,38.01,0.00,,,,,"false"
6559.00,"SINGLE PROTEIN","A2AJT9",""," Uncharacterized protein CXorf23 (CX023_HUMAN)","X","CXORF23",0.00,"false",0.00,0.00,0.00,841.00,83.82,0.00,,,,,"false"
6560.00,"SINGLE PROTEIN","Q9H160",""," Inhibitor of growth protein 2 (ING2_HUMAN)","4","ING2",0.00,"false",0.00,0.00,0.00,841.00,32.79,0.00,,,,,"false"
6561.00,"SINGLE PROTEIN","Q70YC5",""," Protein ZNF365 (ZN365_HUMAN)","10","ZNF365",0.00,"false",0.00,0.00,0.00,841.00,46.51,0.00,,,,,"false"
6562.00,"UNRELATED PROTEINS","P20226","Q6SJ96"," TATA-box-binding protein (TBP_HUMAN)","6","TBP",0.00,"false",0.00,0.00,0.00,841.00,37.67,0.00,,,,,"false"
6563.00,"SINGLE PROTEIN","P49810",""," Presenilin-2 (PSN2_HUMAN)","1","PSEN2",0.00,"false",0.00,0.00,0.00,841.00,50.11,0.00,,,,,"false"
6564.00,"SINGLE PROTEIN","P49815",""," Tuberin (TSC2_HUMAN)","16","TSC2",0.00,"false",0.00,0.00,0.00,841.00,200.48,0.00,,,,,"false"
6565.00,"RELATED AND UNRELATED PROTEINS","P01889","P30462,P30475,P30480,P30486,Q29836,Q29940"," HLA class I histocompatibility antigen, B-7 alpha chain (1B07_HUMAN)","6","HLA-B",0.00,"false",0.00,0.00,0.00,841.00,40.43,0.00,,,,,"false"
6566.00,"SINGLE PROTEIN","P11217",""," Glycogen phosphorylase, muscle form (PYGM_HUMAN)","11","PYGM",0.00,"false",0.00,0.00,0.00,841.00,97.03,0.00,,,,,"false"
6567.00,"SINGLE PROTEIN","P12544",""," Granzyme A (GRAA_HUMAN)","5","GZMA",0.00,"false",0.00,0.00,0.00,841.00,28.98,0.00,,,,,"false"
6568.00,"SINGLE PROTEIN","Q9H158",""," Protocadherin alpha-C1 (PCDC1_HUMAN)","5","PCDHAC1",0.00,"false",0.00,0.00,0.00,841.00,103.88,0.00,,,,,"false"
6569.00,"SINGLE PROTEIN","P11216",""," Glycogen phosphorylase, brain form (PYGB_HUMAN)","20","PYGB",0.00,"false",0.00,0.00,0.00,841.00,96.63,0.00,,,,,"false"
6570.00,"SINGLE PROTEIN","P11215",""," Integrin alpha-M (ITAM_HUMAN)","16","ITGAM",0.00,"false",0.00,0.00,0.00,841.00,127.10,0.00,,,,,"false"
6571.00,"SINGLE PROTEIN","O75132",""," Zinc finger BED domain-containing protein 4 (ZBED4_HUMAN)","22","ZBED4",0.00,"false",0.00,0.00,0.00,841.00,130.24,0.00,,,,,"false"
6572.00,"SINGLE PROTEIN","Q9H156",""," SLIT and NTRK-like protein 2 (SLIK2_HUMAN)","X","SLITRK2",0.00,"false",0.00,1.00,0.00,695.00,95.34,0.00,,,,,"false"
6573.00,"SINGLE PROTEIN","P49802",""," Regulator of G-protein signaling 7 (RGS7_HUMAN)","1","RGS7",0.00,"false",0.00,0.00,0.00,841.00,57.63,0.00,,,,,"false"
6574.00,"SINGLE PROTEIN","P24522",""," Growth arrest and DNA damage-inducible protein GADD45 alpha (GA45A_HUMAN)","1","GADD45A",0.00,"false",0.00,0.00,0.00,841.00,18.32,0.00,,,,,"false"
6575.00,"SINGLE PROTEIN","O75128",""," Protein cordon-bleu (COBL_HUMAN)","7","COBL",0.00,"false",0.00,0.00,0.00,841.00,135.53,0.00,,,,,"false"
6576.00,"SINGLE PROTEIN","O75129",""," Astrotactin-2 (ASTN2_HUMAN)","9","ASTN2",0.00,"false",0.00,0.00,0.00,841.00,148.15,0.00,,,,,"false"
6577.00,"SINGLE PROTEIN","Q9H147",""," Deoxynucleotidyltransferase terminal-interacting protein 1 (TDIF1_HUMAN)","20","DNTTIP1",0.00,"false",0.00,0.00,0.00,841.00,36.99,0.00,,,,,"false"
6578.00,"RELATED PROTEINS","P42262","P48058"," Glutamate receptor 2 (GRIA2_HUMAN)","4","GRIA2",0.00,"false",0.00,0.00,0.00,841.00,98.76,0.00,,,,,"false"
6579.00,"SINGLE PROTEIN","O75122",""," CLIP-associating protein 2 (CLAP2_HUMAN)","3","CLASP2",0.00,"false",0.00,0.00,0.00,841.00,141.05,0.00,,,,,"false"
6580.00,"SINGLE PROTEIN","O75123",""," Zinc finger protein 623 (ZN623_HUMAN)","8","ZNF623",0.00,"false",0.00,0.00,0.00,841.00,61.35,0.00,,,,,"false"
6581.00,"SINGLE PROTEIN","Q9H0S4",""," Probable ATP-dependent RNA helicase DDX47 (DDX47_HUMAN)","12","DDX47",0.00,"false",0.00,0.00,0.00,841.00,50.61,0.00,,,,,"false"
6582.00,"SINGLE PROTEIN","O75121",""," Microfibrillar-associated protein 3-like (MFA3L_HUMAN)","4","MFAP3L",0.00,"false",0.00,0.00,0.00,841.00,45.35,0.00,,,,,"false"
6583.00,"RELATED PROTEINS","B2RC85","P0C881"," Radial spoke head 10 homolog B2 (R10B2_HUMAN)","7","RSPH10B2",0.00,"false",0.00,0.00,0.00,841.00,100.48,0.00,,,,,"false"
6584.00,"SINGLE PROTEIN","Q6IFN5",""," Olfactory receptor 7E24 (O7E24_HUMAN)","19","OR7E24",0.00,"false",0.00,0.00,0.00,841.00,38.25,0.00,,,,,"false"
6585.00,"RELATED PROTEINS","A6NN06","Q5XG85"," Putative UPF0633 protein MGC21881 (U633A_HUMAN)","","",0.00,"false",0.00,0.00,0.00,841.00,10.59,0.00,,,,,"false"
6586.00,"SINGLE PROTEIN","O75116",""," Rho-associated protein kinase 2 (ROCK2_HUMAN)","2","ROCK2",0.00,"false",0.00,0.00,0.00,841.00,160.80,0.00,,,,,"false"
6587.00,"SINGLE PROTEIN","O75113",""," NEDD4-binding protein 1 (N4BP1_HUMAN)","16","N4BP1",0.00,"false",0.00,0.00,0.00,841.00,100.32,0.00,,,,,"false"
6588.00,"SINGLE PROTEIN","Q9H0R6",""," Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (GATA_HUMAN)","6","QRSL1",0.00,"false",0.00,0.00,0.00,841.00,57.42,0.00,,,,,"false"
6589.00,"SINGLE PROTEIN","P37802",""," Transgelin-2 (TAGL2_HUMAN)","1","TAGLN2",0.00,"false",0.00,0.00,0.00,841.00,22.38,0.00,,,,,"false"
