"CSF-PR / CSF MIXED-MODE BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
4533.00,"SINGLE PROTEIN","Q8TC07",""," TBC1 domain family member 15 (TBC15_HUMAN)","12","TBC1D15",0.00,"false",0.00,0.00,0.00,547.00,79.44,0.00,,,,,"false"
4534.00,"SINGLE PROTEIN","A2RU48",""," Single-pass membrane and coiled-coil domain-containing protein 3 (SMCO3_HUMAN)","12","C12ORF69",0.00,"false",0.00,0.00,0.00,547.00,24.86,0.00,,,,,"false"
4535.00,"SINGLE PROTEIN","Q9UPP5",""," Uncharacterized protein KIAA1107 (K1107_HUMAN)","1","KIAA1107",0.00,"false",0.00,0.00,0.00,547.00,155.59,0.00,,,,,"false"
4536.00,"SINGLE PROTEIN","Q96ER9",""," Coiled-coil domain-containing protein 51 (CCD51_HUMAN)","3","CCDC51",0.00,"false",0.00,0.00,0.00,547.00,45.78,0.00,,,,,"false"
4537.00,"RELATED PROTEINS","P0C7N8","Q8NH87"," Olfactory receptor 9G9 (OR9G9_HUMAN)","","OR9G9",0.00,"false",0.00,0.00,0.00,547.00,34.00,0.00,,,,,"false"
4538.00,"SINGLE PROTEIN","Q96ER3",""," Protein SAAL1 (SAAL1_HUMAN)","11","SAAL1",0.00,"false",0.00,0.00,0.00,547.00,53.52,0.00,,,,,"false"
4539.00,"SINGLE PROTEIN","Q9H9D4",""," Zinc finger protein 408 (ZN408_HUMAN)","11","ZNF408",0.00,"false",0.00,0.00,0.00,547.00,78.39,0.00,,,,,"false"
4540.00,"SINGLE PROTEIN","Q9BZ68",""," Putative FERM domain-containing protein FRMD8P1 (FR8P1_HUMAN)","X","FRMD8P1",0.00,"false",0.00,0.00,0.00,547.00,41.11,0.00,,,,,"false"
4541.00,"SINGLE PROTEIN","P22794",""," Protein EVI2A (EVI2A_HUMAN)","17","EVI2A",0.00,"false",0.00,0.00,0.00,547.00,26.20,0.00,,,,,"false"
4542.00,"SINGLE PROTEIN","P21462",""," fMet-Leu-Phe receptor (FPR1_HUMAN)","19","FPR1",0.00,"false",0.00,0.00,0.00,547.00,38.42,0.00,,,,,"false"
4543.00,"SINGLE PROTEIN","Q9BZ67",""," FERM domain-containing protein 8 (FRMD8_HUMAN)","11","FRMD8",0.00,"false",0.00,0.00,0.00,547.00,51.19,0.00,,,,,"false"
4544.00,"SINGLE PROTEIN","Q05707",""," Collagen alpha-1(XIV) chain (COEA1_HUMAN)","8","COL14A1",0.00,"false",0.00,0.00,0.00,547.00,193.39,0.00,,,,,"false"
4545.00,"SINGLE PROTEIN","Q9BYU1",""," Pre-B-cell leukemia transcription factor 4 (PBX4_HUMAN)","19","PBX4",0.00,"false",0.00,0.00,0.00,547.00,40.83,0.00,,,,,"false"
4546.00,"SINGLE PROTEIN","A2RU54",""," Homeobox protein HMX2 (HMX2_HUMAN)","10","HMX2",0.00,"false",0.00,0.00,0.00,547.00,29.58,0.00,,,,,"false"
4547.00,"SINGLE PROTEIN","Q9UPQ0",""," LIM and calponin homology domains-containing protein 1 (LIMC1_HUMAN)","4","LIMCH1",0.00,"false",0.00,0.00,0.00,547.00,121.79,0.00,,,,,"false"
4548.00,"SINGLE PROTEIN","Q96EQ0",""," Small glutamine-rich tetratricopeptide repeat-containing protein beta (SGTB_HUMAN)","5","SGTB",0.00,"false",0.00,0.00,0.00,547.00,33.41,0.00,,,,,"false"
4549.00,"SINGLE PROTEIN","O43543",""," DNA repair protein XRCC2 (XRCC2_HUMAN)","7","XRCC2",0.00,"false",0.00,0.00,0.00,547.00,31.94,0.00,,,,,"false"
4550.00,"SINGLE PROTEIN","Q9UPQ4",""," Tripartite motif-containing protein 35 (TRI35_HUMAN)","8","TRIM35",0.00,"false",0.00,0.00,0.00,547.00,56.50,0.00,,,,,"false"
4551.00,"SINGLE PROTEIN","O43542",""," DNA repair protein XRCC3 (XRCC3_HUMAN)","14","XRCC3",0.00,"false",0.00,0.00,0.00,547.00,37.83,0.00,,,,,"false"
4552.00,"SINGLE PROTEIN","O43541",""," Mothers against decapentaplegic homolog 6 (SMAD6_HUMAN)","15","SMAD6",0.00,"false",0.00,0.00,0.00,547.00,53.46,0.00,,,,,"false"
4553.00,"SINGLE PROTEIN","O43548",""," Protein-glutamine gamma-glutamyltransferase 5 (TGM5_HUMAN)","15","TGM5",0.00,"false",0.00,0.00,0.00,547.00,80.73,0.00,,,,,"false"
4554.00,"SINGLE PROTEIN","Q9UPQ9",""," Trinucleotide repeat-containing gene 6B protein (TNR6B_HUMAN)","22","TNRC6B",0.00,"false",0.00,0.00,0.00,547.00,193.88,0.00,,,,,"false"
4555.00,"SINGLE PROTEIN","A6PVS8",""," Leucine-rich repeat and IQ domain-containing protein 3 (LRIQ3_HUMAN)","1","LRRIQ3",0.00,"false",0.00,0.00,0.00,547.00,73.63,0.00,,,,,"false"
4556.00,"SINGLE PROTEIN","Q9UPQ7",""," E3 ubiquitin-protein ligase PDZRN3 (PZRN3_HUMAN)","3","PDZRN3",0.00,"false",0.00,0.00,0.00,547.00,119.52,0.00,,,,,"false"
4557.00,"SINGLE PROTEIN","Q9UQ26",""," Regulating synaptic membrane exocytosis protein 2 (RIMS2_HUMAN)","8","RIMS2",0.00,"false",0.00,0.00,0.00,547.00,160.30,0.00,,,,,"false"
4558.00,"SINGLE PROTEIN","Q96EQ8",""," E3 ubiquitin-protein ligase RNF125 (RN125_HUMAN)","18","RNF125",0.00,"false",0.00,0.00,0.00,547.00,26.44,0.00,,,,,"false"
4559.00,"SINGLE PROTEIN","Q4AC94",""," C2 domain-containing protein 3 (C2CD3_HUMAN)","11","C2CD3",0.00,"false",0.00,0.00,0.00,547.00,260.23,0.00,,,,,"false"
4560.00,"SINGLE PROTEIN","Q6P1Q0",""," LETM1 domain-containing protein 1 (LTMD1_HUMAN)","12","LETMD1",0.00,"false",0.00,0.00,0.00,547.00,41.76,0.00,,,,,"false"
4561.00,"SINGLE PROTEIN","Q711Q0",""," Uncharacterized protein C10orf71 (CJ071_HUMAN)","10","C10ORF71",0.00,"false",0.00,0.00,0.00,547.00,156.38,0.00,,,,,"false"
4562.00,"SINGLE PROTEIN","Q96EP9",""," Sodium/bile acid cotransporter 4 (NTCP4_HUMAN)","4","SLC10A4",0.00,"false",0.00,0.00,0.00,547.00,46.47,0.00,,,,,"false"
4563.00,"SINGLE PROTEIN","Q9BYT8",""," Neurolysin, mitochondrial (NEUL_HUMAN)","5","NLN",0.00,"false",0.00,0.00,0.00,547.00,80.60,0.00,,,,,"false"
4564.00,"SINGLE PROTEIN","Q5SRE5",""," Nucleoporin NUP188 homolog (NU188_HUMAN)","9","NUP188",0.00,"false",0.00,0.00,0.00,547.00,195.92,0.00,,,,,"false"
4565.00,"SINGLE PROTEIN","P20142",""," Gastricsin (PEPC_HUMAN)","6","PGC",0.00,"false",0.00,0.00,0.00,547.00,42.40,0.00,,,,,"false"
4566.00,"SINGLE PROTEIN","Q400G9",""," Archaemetzincin-1 (AMZ1_HUMAN)","7","AMZ1",0.00,"false",0.00,0.00,0.00,547.00,54.89,0.00,,,,,"false"
4567.00,"SINGLE PROTEIN","Q5SRE7",""," Phytanoyl-CoA dioxygenase domain-containing protein 1 (PHYD1_HUMAN)","9","PHYHD1",0.00,"false",0.00,0.00,0.00,547.00,32.39,0.00,,,,,"false"
4568.00,"SINGLE PROTEIN","Q96EX2",""," RING finger and transmembrane domain-containing protein 2 (RNFT2_HUMAN)","12","RNFT2",0.00,"false",0.00,0.00,0.00,547.00,48.93,0.00,,,,,"false"
4569.00,"SINGLE PROTEIN","O43511",""," Pendrin (S26A4_HUMAN)","7","SLC26A4",0.00,"false",0.00,0.00,0.00,547.00,85.67,0.00,,,,,"false"
4570.00,"SINGLE PROTEIN","Q96EX1",""," Small integral membrane protein 12 (SIM12_HUMAN)","1","C1ORF212",0.00,"false",0.00,0.00,0.00,547.00,10.79,0.00,,,,,"false"
4571.00,"SINGLE PROTEIN","Q6P280",""," Zinc finger protein 529 (ZN529_HUMAN)","19","ZNF529",0.00,"false",0.00,0.00,0.00,547.00,62.21,0.00,,,,,"false"
4572.00,"SINGLE PROTEIN","O43513",""," Mediator of RNA polymerase II transcription subunit 7 (MED7_HUMAN)","5","MED7",0.00,"false",0.00,0.00,0.00,547.00,27.23,0.00,,,,,"false"
4573.00,"SINGLE PROTEIN","P32189",""," Glycerol kinase (GLPK_HUMAN)","X","GK",0.00,"false",0.00,0.00,0.00,547.00,61.21,0.00,,,,,"false"
4574.00,"SINGLE PROTEIN","O43516",""," WAS/WASL-interacting protein family member 1 (WIPF1_HUMAN)","2","WIPF1",0.00,"false",0.00,0.00,0.00,547.00,51.23,0.00,,,,,"false"
4575.00,"SINGLE PROTEIN","Q71SY5",""," Mediator of RNA polymerase II transcription subunit 25 (MED25_HUMAN)","19","MED25",0.00,"false",0.00,0.00,0.00,547.00,78.12,0.00,,,,,"false"
4576.00,"RELATED PROTEINS","Q96AK3","Q9UH17"," DNA dC->dU-editing enzyme APOBEC-3D (ABC3D_HUMAN)","22","APOBEC3D",0.00,"false",0.00,0.00,0.00,547.00,46.57,0.00,,,,,"false"
4577.00,"SINGLE PROTEIN","Q9H9J2",""," 39S ribosomal protein L44, mitochondrial (RM44_HUMAN)","2","MRPL44",0.00,"false",0.00,0.00,0.00,547.00,37.51,0.00,,,,,"false"
4578.00,"SINGLE PROTEIN","Q9H9J4",""," Ubiquitin carboxyl-terminal hydrolase 42 (UBP42_HUMAN)","7","USP42",0.00,"false",0.00,0.00,0.00,547.00,145.30,0.00,,,,,"false"
4579.00,"UNRELATED PROTEINS","P55036","A2A3N6"," 26S proteasome non-ATPase regulatory subunit 4 (PSMD4_HUMAN)","1","PSMD4",0.00,"false",0.00,0.00,0.00,547.00,40.71,0.00,,,,,"false"
4580.00,"SINGLE PROTEIN","A2RU30",""," Protein TESPA1 (TESP1_HUMAN)","12","TESPA1",0.00,"false",0.00,0.00,0.00,547.00,59.18,0.00,,,,,"false"
4581.00,"SINGLE PROTEIN","Q8TC56",""," Protein FAM71B (FA71B_HUMAN)","5","FAM71B",0.00,"false",0.00,0.00,0.00,547.00,64.72,0.00,,,,,"false"
4582.00,"SINGLE PROTEIN","Q96F81",""," Protein dispatched homolog 1 (DISP1_HUMAN)","1","DISP1",0.00,"false",0.00,0.00,0.00,547.00,170.82,0.00,,,,,"false"
4583.00,"SINGLE PROTEIN","O43521",""," Bcl-2-like protein 11 (B2L11_HUMAN)","2","BCL2L11",0.00,"false",0.00,0.00,0.00,547.00,22.16,0.00,,,,,"false"
4584.00,"SINGLE PROTEIN","Q15109",""," Advanced glycosylation end product-specific receptor (RAGE_HUMAN)","6","AGER",0.00,"false",0.00,0.00,0.00,547.00,42.78,0.00,,,,,"false"
4585.00,"SINGLE PROTEIN","O43520",""," Phospholipid-transporting ATPase IC (AT8B1_HUMAN)","18","ATP8B1",0.00,"false",0.00,0.00,0.00,547.00,143.60,0.00,,,,,"false"
4586.00,"SINGLE PROTEIN","Q96F83",""," Uncharacterized protein C14orf79 (CN079_HUMAN)","14","C14ORF79",0.00,"false",0.00,0.00,0.00,547.00,35.67,0.00,,,,,"false"
4587.00,"SINGLE PROTEIN","P16949",""," Stathmin (STMN1_HUMAN)","1","STMN1",0.00,"false",0.00,0.00,0.00,547.00,17.29,0.00,,,,,"false"
4588.00,"SINGLE PROTEIN","O43526",""," Potassium voltage-gated channel subfamily KQT member 2 (KCNQ2_HUMAN)","20","KCNQ2",0.00,"false",0.00,0.00,0.00,547.00,95.79,0.00,,,,,"false"
4589.00,"SINGLE PROTEIN","A2RU37",""," Uncharacterized protein C9orf170 (CI170_HUMAN)","9","C9ORF170",0.00,"false",0.00,0.00,0.00,547.00,13.36,0.00,,,,,"false"
4590.00,"SINGLE PROTEIN","O43524",""," Forkhead box protein O3 (FOXO3_HUMAN)","6","FOXO3",0.00,"false",0.00,0.00,0.00,547.00,71.23,0.00,,,,,"false"
4591.00,"SINGLE PROTEIN","P58743",""," Prestin (S26A5_HUMAN)","7","SLC26A5",0.00,"false",0.00,0.00,0.00,547.00,81.21,0.00,,,,,"false"
4592.00,"SINGLE PROTEIN","O43529",""," Carbohydrate sulfotransferase 10 (CHSTA_HUMAN)","2","CHST10",0.00,"false",0.00,0.00,0.00,547.00,42.18,0.00,,,,,"false"
4593.00,"SINGLE PROTEIN","Q8TC59",""," Piwi-like protein 2 (PIWL2_HUMAN)","8","PIWIL2",0.00,"false",0.00,0.00,0.00,547.00,109.78,0.00,,,,,"false"
4594.00,"SINGLE PROTEIN","Q6P1W5",""," Uncharacterized protein C1orf94 (CA094_HUMAN)","1","C1ORF94",0.00,"false",0.00,0.00,0.00,547.00,65.31,0.00,,,,,"false"
4595.00,"SINGLE PROTEIN","Q8NAC3",""," Interleukin-17 receptor C (I17RC_HUMAN)","3","IL17RC",0.00,"false",0.00,0.00,0.00,547.00,86.19,0.00,,,,,"false"
4596.00,"SINGLE PROTEIN","Q15111",""," Inactive phospholipase C-like protein 1 (PLCL1_HUMAN)","2","PLCL1",0.00,"false",0.00,0.00,0.00,547.00,122.65,0.00,,,,,"false"
4597.00,"SINGLE PROTEIN","Q8TC44",""," POC1 centriolar protein homolog B (POC1B_HUMAN)","12","POC1B",0.00,"false",0.00,0.00,0.00,547.00,53.63,0.00,,,,,"false"
4598.00,"SINGLE PROTEIN","Q96EV2",""," RNA-binding protein 33 (RBM33_HUMAN)","7","RBM33",0.00,"false",0.00,0.00,0.00,547.00,129.91,0.00,,,,,"false"
4599.00,"SINGLE PROTEIN","Q9BYZ8",""," Regenerating islet-derived protein 4 (REG4_HUMAN)","1","REG4",0.00,"false",0.00,0.00,0.00,547.00,18.22,0.00,,,,,"false"
4600.00,"SINGLE PROTEIN","Q15119",""," [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (PDK2_HUMAN)","17","PDK2",0.00,"false",0.00,0.00,0.00,547.00,46.12,0.00,,,,,"false"
4601.00,"SINGLE PROTEIN","Q8TC41",""," Probable E3 ubiquitin-protein ligase RNF217 (RN217_HUMAN)","6","RNF217",0.00,"false",0.00,0.00,0.00,547.00,31.96,0.00,,,,,"false"
4602.00,"SINGLE PROTEIN","Q50LG9",""," Leucine-rich repeat-containing protein 24 (LRC24_HUMAN)","8","LRRC24",0.00,"false",0.00,0.00,0.00,547.00,55.22,0.00,,,,,"false"
4603.00,"SINGLE PROTEIN","P58753",""," Toll/interleukin-1 receptor domain-containing adapter protein (TIRAP_HUMAN)","11","TIRAP",0.00,"false",0.00,0.00,0.00,547.00,23.87,0.00,,,,,"false"
4604.00,"RELATED PROTEINS","Q9H2X6","Q9H422"," Homeodomain-interacting protein kinase 2 (HIPK2_HUMAN)","7","HIPK2",0.00,"false",0.00,0.00,0.00,547.00,130.88,0.00,,,,,"false"
4605.00,"SINGLE PROTEIN","Q15121",""," Astrocytic phosphoprotein PEA-15 (PEA15_HUMAN)","1","PEA15",0.00,"false",0.00,0.00,0.00,547.00,15.03,0.00,,,,,"false"
4606.00,"SINGLE PROTEIN","Q15120",""," [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (PDK3_HUMAN)","X","PDK3",0.00,"false",0.00,0.00,0.00,547.00,46.91,0.00,,,,,"false"
4607.00,"SINGLE PROTEIN","Q8NAB5","","Putative uncharacterized protein FLJ35645 (YC005_HUMAN)","","",0.00,"false",0.00,0.00,0.00,547.00,25.15,0.00,,,,,"false"
4608.00,"SINGLE PROTEIN","A6PW82","","Putative uncharacterized protein CXorf30 (CX030_HUMAN)","X","CXORF30",0.00,"false",0.00,0.00,0.00,547.00,71.97,0.00,,,,,"false"
4609.00,"SINGLE PROTEIN","Q5T3I0",""," G patch domain-containing protein 4 (GPTC4_HUMAN)","1","GPATCH4",0.00,"false",0.00,0.00,0.00,547.00,50.35,0.00,,,,,"false"
4610.00,"SINGLE PROTEIN","A2RU14",""," Transmembrane protein 218 (TM218_HUMAN)","11","TMEM218",0.00,"false",0.00,0.00,0.00,547.00,12.45,0.00,,,,,"false"
4611.00,"SINGLE PROTEIN","O43504",""," Ragulator complex protein LAMTOR5 (LTOR5_HUMAN)","","LAMTOR5",0.00,"false",0.00,0.00,0.00,547.00,9.61,0.00,,,,,"false"
4612.00,"SINGLE PROTEIN","Q8TC36",""," SUN domain-containing protein 5 (SUN5_HUMAN)","20","SUN5",0.00,"false",0.00,0.00,0.00,547.00,43.05,0.00,,,,,"false"
4613.00,"SINGLE PROTEIN","Q9UPM8",""," AP-4 complex subunit epsilon-1 (AP4E1_HUMAN)","15","AP4E1",0.00,"false",0.00,0.00,0.00,547.00,127.21,0.00,,,,,"false"
4614.00,"SINGLE PROTEIN","Q96EU6",""," Ribosomal RNA processing protein 36 homolog (RRP36_HUMAN)","6","RRP36",0.00,"false",0.00,0.00,0.00,547.00,29.80,0.00,,,,,"false"
4615.00,"SINGLE PROTEIN","Q8TBR7",""," Protein FAM57A (FA57A_HUMAN)","17","FAM57A",0.00,"false",0.00,0.00,0.00,547.00,29.36,0.00,,,,,"false"
4616.00,"SINGLE PROTEIN","O43506",""," Disintegrin and metalloproteinase domain-containing protein 20 (ADA20_HUMAN)","14","ADAM20",0.00,"false",0.00,0.00,0.00,547.00,81.55,0.00,,,,,"false"
4617.00,"UNRELATED PROTEINS","P01178","P01185"," Oxytocin-neurophysin 1 (NEU1_HUMAN)","20","OXT",0.00,"false",0.00,0.00,0.00,547.00,12.71,0.00,,,,,"false"
4618.00,"SINGLE PROTEIN","P28908",""," Tumor necrosis factor receptor superfamily member 8 (TNR8_HUMAN)","1","TNFRSF8",0.00,"false",0.00,0.00,0.00,547.00,63.71,0.00,,,,,"false"
4619.00,"SINGLE PROTEIN","P28906",""," Hematopoietic progenitor cell antigen CD34 (CD34_HUMAN)","1","CD34",0.00,"false",0.00,0.00,0.00,547.00,40.69,0.00,,,,,"false"
4620.00,"SINGLE PROTEIN","Q15131",""," Cyclin-dependent kinase 10 (CDK10_HUMAN)","16","CDK10",0.00,"false",0.00,0.00,0.00,547.00,41.01,0.00,,,,,"false"
4621.00,"UNRELATED PROTEINS","Q9H553","Q7Z3Z4"," Alpha-1,3/1,6-mannosyltransferase ALG2 (ALG2_HUMAN)","9","ALG2",0.00,"false",0.00,0.00,0.00,547.00,47.06,0.00,,,,,"false"
4622.00,"SINGLE PROTEIN","Q8NAA5",""," Leucine-rich repeat-containing protein 75A (LR75A_HUMAN)","17","FAM211A",0.00,"false",0.00,0.00,0.00,547.00,37.76,0.00,,,,,"false"
4623.00,"SINGLE PROTEIN","Q6P1J9",""," Parafibromin (CDC73_HUMAN)","1","CDC73",0.00,"false",0.00,0.00,0.00,547.00,60.54,0.00,,,,,"false"
4624.00,"SINGLE PROTEIN","P09769",""," Tyrosine-protein kinase Fgr (FGR_HUMAN)","1","FGR",0.00,"false",0.00,0.00,0.00,547.00,59.44,0.00,,,,,"false"
4625.00,"SINGLE PROTEIN","Q6P1J6",""," Phospholipase B1, membrane-associated (PLB1_HUMAN)","2","PLB1",0.00,"false",0.00,0.00,0.00,547.00,162.98,0.00,,,,,"false"
4626.00,"SINGLE PROTEIN","Q8NA82",""," Probable E3 ubiquitin-protein ligase MARCH10 (MARHA_HUMAN)","17","MARCH10",0.00,"false",0.00,0.00,0.00,547.00,90.45,0.00,,,,,"false"
4627.00,"SINGLE PROTEIN","Q9P055",""," JNK1/MAPK8-associated membrane protein (JKAMP_HUMAN)","14","JKAMP",0.00,"false",0.00,0.00,0.00,547.00,36.73,0.00,,,,,"false"
4628.00,"SINGLE PROTEIN","Q03154",""," Aminoacylase-1 (ACY1_HUMAN)","3","ACY1",0.00,"false",0.00,0.00,0.00,547.00,45.86,0.00,,,,,"false"
4629.00,"RELATED PROTEINS","A6NDS4","A6NER0,P0C7X1,Q6DHY5,Q6IPX1,Q8IZP1"," TBC1 domain family member 3B (TBC3B_HUMAN)","17","TBC1D3B",0.00,"false",0.00,0.00,0.00,547.00,62.28,0.00,,,,,"false"
4630.00,"SINGLE PROTEIN","Q96EL3",""," 39S ribosomal protein L53, mitochondrial (RM53_HUMAN)","2","MRPL53",0.00,"false",0.00,0.00,0.00,547.00,12.10,0.00,,,,,"false"
4631.00,"SINGLE PROTEIN","Q3LI83",""," Keratin-associated protein 24-1 (KR241_HUMAN)","21","KRTAP24-1",0.00,"false",0.00,0.00,0.00,547.00,27.70,0.00,,,,,"false"
4632.00,"SINGLE PROTEIN","P22736",""," Nuclear receptor subfamily 4 group A member 1 (NR4A1_HUMAN)","12","NR4A1",0.00,"false",0.00,0.00,0.00,547.00,64.42,0.00,,,,,"false"
4633.00,"SINGLE PROTEIN","P22735",""," Protein-glutamine gamma-glutamyltransferase K (TGM1_HUMAN)","14","TGM1",0.00,"false",0.00,0.00,0.00,547.00,89.73,0.00,,,,,"false"
4634.00,"SINGLE PROTEIN","Q96EK5",""," KIF1-binding protein (KBP_HUMAN)","10","KIAA1279",0.00,"false",0.00,0.00,0.00,547.00,71.77,0.00,,,,,"false"
4635.00,"UNRELATED PROTEINS","P35268","Q6P5R6"," 60S ribosomal protein L22 (RL22_HUMAN)","1","RPL22",0.00,"false",0.00,0.00,0.00,547.00,14.78,0.00,,,,,"false"
4636.00,"SINGLE PROTEIN","A6PVY3",""," Protein FAM177B (F177B_HUMAN)","1","FAM177B",0.00,"false",0.00,0.00,0.00,547.00,18.13,0.00,,,,,"false"
4637.00,"SINGLE PROTEIN","Q8NA72",""," Centrosomal protein POC5 (POC5_HUMAN)","5","POC5",0.00,"false",0.00,0.00,0.00,547.00,63.31,0.00,,,,,"false"
4638.00,"SINGLE PROTEIN","Q6RI45",""," Bromodomain and WD repeat-containing protein 3 (BRWD3_HUMAN)","X","BRWD3",0.00,"false",0.00,0.00,0.00,547.00,203.47,0.00,,,,,"false"
4639.00,"SINGLE PROTEIN","Q8NA75",""," DDB1- and CUL4-associated factor 4-like protein 2 (DC4L2_HUMAN)","8","DCAF4L2",0.00,"false",0.00,0.00,0.00,547.00,43.72,0.00,,,,,"false"
4640.00,"SINGLE PROTEIN","Q96EK2",""," PHD finger protein 21B (PF21B_HUMAN)","22","PHF21B",0.00,"false",0.00,0.00,0.00,547.00,57.42,0.00,,,,,"false"
4641.00,"SINGLE PROTEIN","Q3LI70",""," Keratin-associated protein 19-6 (KR196_HUMAN)","21","KRTAP19-6",0.00,"false",0.00,0.00,0.00,547.00,6.26,0.00,,,,,"false"
4642.00,"SINGLE PROTEIN","Q3LI77",""," Keratin-associated protein 13-4 (KR134_HUMAN)","21","KRTAP13-4",0.00,"false",0.00,0.00,0.00,547.00,17.74,0.00,,,,,"false"
4643.00,"SINGLE PROTEIN","Q8TBG4",""," Ethanolamine-phosphate phospho-lyase (AT2L1_HUMAN)","4","AGXT2L1",0.00,"false",0.00,0.00,0.00,547.00,55.64,0.00,,,,,"false"
4644.00,"SINGLE PROTEIN","Q9UPG8",""," Zinc finger protein PLAGL2 (PLAL2_HUMAN)","20","PLAGL2",0.00,"false",0.00,0.00,0.00,547.00,54.55,0.00,,,,,"false"
4645.00,"SINGLE PROTEIN","Q9BYN0",""," Sulfiredoxin-1 (SRXN1_HUMAN)","20","SRXN1",0.00,"false",0.00,0.00,0.00,547.00,14.25,0.00,,,,,"false"
4646.00,"SINGLE PROTEIN","Q6P1K2",""," Polyamine-modulated factor 1 (PMF1_HUMAN)","1","PMF1",0.00,"false",0.00,0.00,0.00,547.00,23.32,0.00,,,,,"false"
4647.00,"SINGLE PROTEIN","A5PLN7",""," Protein FAM149A (F149A_HUMAN)","4","FAM149A",0.00,"false",0.00,0.00,0.00,547.00,82.65,0.00,,,,,"false"
4648.00,"SINGLE PROTEIN","Q5JXB2",""," Putative ubiquitin-conjugating enzyme E2 N-like (UE2NL_HUMAN)","X","UBE2NL",0.00,"false",0.00,0.00,0.00,547.00,17.37,0.00,,,,,"false"
4649.00,"SINGLE PROTEIN","Q8NA61",""," Spermatid-associated protein (SPERT_HUMAN)","13","SPERT",0.00,"false",0.00,0.00,0.00,547.00,51.54,0.00,,,,,"false"
4650.00,"SINGLE PROTEIN","Q5XPI4",""," E3 ubiquitin-protein ligase RNF123 (RN123_HUMAN)","3","RNF123",0.00,"false",0.00,0.00,0.00,547.00,148.42,0.00,,,,,"false"
4651.00,"SINGLE PROTEIN","Q9BYM8",""," RanBP-type and C3HC4-type zinc finger-containing protein 1 (HOIL1_HUMAN)","20","RBCK1",0.00,"false",0.00,0.00,0.00,547.00,57.53,0.00,,,,,"false"
4652.00,"SINGLE PROTEIN","Q8TBF2",""," Prostamide/prostaglandin F synthase (PGFS_HUMAN)","1","FAM213B",0.00,"false",0.00,0.00,0.00,547.00,21.21,0.00,,,,,"false"
4653.00,"SINGLE PROTEIN","Q96EI5",""," Transcription elongation factor A protein-like 4 (TCAL4_HUMAN)","X","TCEAL4",0.00,"false",0.00,0.00,0.00,547.00,24.63,0.00,,,,,"false"
4654.00,"SINGLE PROTEIN","Q8TBF4",""," Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (ZCRB1_HUMAN)","12","ZCRB1",0.00,"false",0.00,0.00,0.00,547.00,24.58,0.00,,,,,"false"
4655.00,"SINGLE PROTEIN","P09758",""," Tumor-associated calcium signal transducer 2 (TACD2_HUMAN)","1","TACSTD2",0.00,"false",0.00,0.00,0.00,547.00,35.69,0.00,,,,,"false"
4656.00,"SINGLE PROTEIN","P10745",""," Retinol-binding protein 3 (RET3_HUMAN)","10","RBP3",0.00,"false",0.00,0.00,0.00,547.00,135.28,0.00,,,,,"false"
4657.00,"SINGLE PROTEIN","O75995",""," SAM and SH3 domain-containing protein 3 (SASH3_HUMAN)","X","SASH3",0.00,"false",0.00,0.00,0.00,547.00,41.57,0.00,,,,,"false"
4658.00,"SINGLE PROTEIN","Q5JXC2",""," Migration and invasion-inhibitory protein (MIIP_HUMAN)","1","MIIP",0.00,"false",0.00,0.00,0.00,547.00,42.80,0.00,,,,,"false"
4659.00,"SINGLE PROTEIN","Q8NA56",""," Tetratricopeptide repeat protein 29 (TTC29_HUMAN)","4","TTC29",0.00,"false",0.00,0.00,0.00,547.00,55.05,0.00,,,,,"false"
4660.00,"SINGLE PROTEIN","Q8NA54",""," IQ and ubiquitin-like domain-containing protein (IQUB_HUMAN)","7","IQUB",0.00,"false",0.00,0.00,0.00,547.00,92.52,0.00,,,,,"false"
4661.00,"SINGLE PROTEIN","Q9UPI3",""," Feline leukemia virus subgroup C receptor-related protein 2 (FLVC2_HUMAN)","14","FLVCR2",0.00,"false",0.00,0.00,0.00,547.00,57.20,0.00,,,,,"false"
4662.00,"SINGLE PROTEIN","Q8NA57",""," Uncharacterized protein C12orf50 (CL050_HUMAN)","12","C12ORF50",0.00,"false",0.00,0.00,0.00,547.00,47.30,0.00,,,,,"false"
4663.00,"SINGLE PROTEIN","Q8TBE7",""," Solute carrier family 35 member G2 (S35G2_HUMAN)","3","SLC35G2",0.00,"false",0.00,0.00,0.00,547.00,46.39,0.00,,,,,"false"
4664.00,"SINGLE PROTEIN","Q04446",""," 1,4-alpha-glucan-branching enzyme (GLGB_HUMAN)","3","GBE1",0.00,"false",0.00,0.00,0.00,547.00,80.42,0.00,,,,,"false"
4665.00,"SINGLE PROTEIN","P07101",""," Tyrosine 3-monooxygenase (TY3H_HUMAN)","11","TH",0.00,"false",0.00,0.00,0.00,547.00,58.56,0.00,,,,,"false"
